Time [s];Acceleration [m/s²]
0.012930;3.577423
0.012960;2.294784
0.012990;1.646142
0.013020;1.493830
0.013050;1.583555
0.013080;2.097209
0.013110;3.223184
0.013140;4.079034
0.013170;4.123295
0.013200;3.396461
0.013230;2.760936
0.013260;2.078710
0.013290;1.589514
0.013320;1.550644
0.013350;2.275494
0.013380;3.108891
0.013410;3.634810
0.013440;3.655451
0.013470;2.772847
0.013500;1.054303
0.013530;-1.058574
0.013560;-2.931221
0.013590;-4.008396
0.013620;-4.572207
0.013650;-3.849698
0.013680;-1.487799
0.013710;1.036590
0.013740;2.909325
0.013770;4.324333
0.013800;4.459534
0.013830;2.924161
0.013860;-0.021200
0.013890;-3.170658
0.013920;-6.059132
0.013950;-7.969430
0.013980;-7.780628
0.014010;-6.312222
0.014040;-4.558499
0.014070;-2.977303
0.014100;-1.576436
0.014130;-1.297255
0.014160;-1.789864
0.014190;-2.220851
0.014220;-2.474047
0.014250;-2.741249
0.014280;-2.417713
0.014310;-1.723270
0.014340;-0.962801
0.014370;-0.860165
0.014400;-1.321429
0.014430;-2.315900
0.014460;-3.945010
0.014490;-5.748672
0.014520;-6.423300
0.014550;-5.788271
0.014580;-3.891615
0.014610;-1.438433
0.014640;0.926814
0.014670;3.068934
0.014700;4.138483
0.014730;3.872358
0.014760;2.491257
0.014790;0.741562
0.014820;-0.880057
0.014850;-2.198112
0.014880;-2.973194
0.014910;-3.055873
0.014940;-2.441914
0.014970;-1.670577
0.015000;-1.275883
0.015030;-0.869619
0.015060;0.065396
0.015090;0.452861
0.015120;0.497542
0.015150;0.941447
0.015180;1.488621
0.015210;1.404235
0.015240;1.377435
0.015270;1.455893
0.015300;0.681556
0.015330;-0.802929
0.015360;-2.150563
0.015390;-3.392082
0.015420;-4.345625
0.015450;-4.487503
0.015480;-3.543443
0.015510;-1.985467
0.015540;-0.185978
0.015570;1.320444
0.015600;2.552932
0.015630;3.311566
0.015660;3.586684
0.015690;3.245794
0.015720;2.612488
0.015750;1.948944
0.015780;0.894010
0.015810;-0.445132
0.015840;-1.613727
0.015870;-2.504069
0.015900;-3.139245
0.015930;-3.132943
0.015960;-2.611012
0.015990;-1.614513
0.016020;0.086887
0.016050;1.649840
0.016080;2.904461
0.016110;3.878164
0.016140;4.343937
0.016170;3.947883
0.016200;3.326939
0.016230;2.942112
0.016260;1.819200
0.016290;0.063829
0.016320;-1.274694
0.016350;-2.276042
0.016380;-3.387680
0.016410;-3.476669
0.016440;-2.518822
0.016470;-0.909811
0.016500;0.911730
0.016530;2.574649
0.016560;4.513080
0.016590;5.874411
0.016620;3.593103
0.016650;0.825764
0.016680;-0.271112
0.016710;-1.515732
0.016740;-3.398384
0.016770;-3.462101
0.016800;-1.887941
0.016830;-0.810725
0.016860;-0.262071
0.016890;-0.405533
0.016920;-0.935400
0.016950;-1.241122
0.016980;-1.387343
0.017010;-2.302754
0.017040;-1.585661
0.017070;0.141094
0.017100;1.137593
0.017130;1.468028
0.017160;1.572788
0.017190;0.907150
0.017220;-0.422419
0.017250;-2.073797
0.017280;-3.246938
0.017310;-2.752536
0.017340;-1.400254
0.017370;-0.334556
0.017400;0.704604
0.017430;2.147332
0.017460;2.859842
0.017490;2.263706
0.017520;1.008721
0.017550;0.177230
0.017580;-0.275525
0.017610;-0.495914
0.017640;-0.055578
0.017670;1.368791
0.017700;2.886316
0.017730;3.749991
0.017760;3.678172
0.017790;3.456037
0.017820;3.222863
0.017850;2.859330
0.017880;1.904945
0.017910;0.968977
0.017940;0.892777
0.017970;0.961582
0.018000;0.475042
0.018030;0.660116
0.018060;1.111149
0.018090;0.301798
0.018120;-1.289833
0.018150;-2.500542
0.018180;-2.826303
0.018210;-3.266940
0.018240;-3.276917
0.018270;-1.695682
0.018300;1.383519
0.018330;3.851459
0.018360;4.539314
0.018390;4.386623
0.018420;2.791996
0.018450;-0.638854
0.018480;-4.658653
0.018510;-8.205606
0.018540;-9.830196
0.018570;-9.699450
0.018600;-8.620473
0.018630;-6.657219
0.018660;-3.712790
0.018690;-0.960182
0.018720;1.064286
0.018750;0.789202
0.018780;-0.526592
0.018810;-0.839909
0.018840;-0.940415
0.018870;-2.219426
0.018900;-3.353547
0.018930;-2.968816
0.018960;-2.607329
0.018990;-3.130832
0.019020;-3.934715
0.019050;-3.987432
0.019080;-3.718150
0.019110;-3.422210
0.019140;-3.368912
0.019170;-3.208006
0.019200;-2.192911
0.019230;-0.805955
0.019260;-0.108430
0.019290;0.709443
0.019320;1.339387
0.019350;1.084790
0.019380;-0.162095
0.019410;-0.673840
0.019440;-0.645873
0.019470;-0.846443
0.019500;-0.581104
0.019530;0.864606
0.019560;2.302068
0.019590;3.542092
0.019620;4.655926
0.019650;5.046091
0.019680;4.368442
0.019710;2.450698
0.019740;0.807409
0.019770;-0.012878
0.019800;-0.095350
0.019830;1.052040
0.019860;2.712882
0.019890;3.623069
0.019920;3.556385
0.019950;3.094649
0.019980;2.323184
0.020010;1.341785
0.020040;0.650201
0.020070;0.634740
0.020100;1.526556
0.020130;2.487090
0.020160;3.231841
