Time;A_P1;A_P2;B;C;D;E;F
0.561930;1.632592;-2.739214;0.050839;-0.234612;-5.089001;11.331962;11.526464
0.561960;1.269570;-2.022137;-0.797825;-0.871978;-4.119834;14.686567;-26.362571
0.561990;0.258856;-0.818949;-1.603856;-0.620375;-2.630334;13.457024;-50.224262
0.562020;-1.025133;-0.448406;-2.225993;1.231450;-1.189978;7.965675;-60.862328
0.562050;-2.509160;-0.963867;-2.303842;3.905091;0.362888;2.760778;-64.640536
0.562080;-3.555879;-1.039867;-1.756206;7.154603;1.690444;1.192995;-64.094041
0.562110;-3.803517;-0.980152;-0.618727;10.405296;1.662783;1.067137;-54.052164
0.562140;-2.716800;-1.421010;0.588842;12.487547;0.869362;1.025765;-39.152416
0.562170;-0.565600;-1.680509;1.496957;12.713915;-0.175454;2.841138;-32.876861
0.562200;2.088102;-0.631440;2.216269;11.261451;-1.885485;5.611839;-37.616900
0.562230;5.355206;0.449203;2.588743;9.095226;-3.348847;6.369246;-40.639006
0.562260;8.298845;1.598018;2.873922;7.143403;-4.035421;5.697227;-31.071586
0.562290;9.144173;2.536426;2.861961;4.932473;-4.010117;5.158703;-9.888370
0.562320;8.392800;2.629601;2.868206;3.157109;-3.478479;4.900090;12.051657
0.562350;6.206104;2.410303;2.566840;2.105754;-2.483614;4.504278;29.744347
0.562380;2.560825;2.435736;1.994630;1.286683;-1.294857;4.435921;44.661829
0.562410;-1.368609;2.152133;1.752766;0.647191;-0.348178;5.396809;57.397418
0.562440;-4.269470;1.274329;1.565485;0.460655;0.066249;7.101945;59.707741
0.562470;-5.636156;0.929521;0.816085;1.077762;-0.179226;7.052276;36.215683
0.562500;-5.699145;1.229747;-0.199619;1.854487;-0.682650;6.125116;0.603102
0.562530;-4.349263;1.484241;-1.321283;3.099532;-1.047217;5.516147;-21.856074
0.562560;-2.105017;1.330944;-2.474057;4.701251;-0.792280;4.043112;-29.462939
0.562590;0.896900;1.277663;-3.072346;6.402591;-0.423555;1.859656;-38.064127
0.562620;3.379852;1.333686;-2.968134;7.502977;0.273611;0.979598;-42.801471
0.562650;4.357818;1.267510;-1.688508;8.029691;1.440760;0.809049;-32.614846
0.562680;4.045730;1.185101;0.276074;8.001911;2.283876;0.975779;-17.032203
0.562710;3.195569;0.916678;2.417851;6.947284;1.453842;1.140580;-5.997748
0.562740;1.911135;0.102202;3.735769;4.495630;0.166991;1.492352;-2.952058
0.562770;0.998301;-0.482496;4.133257;1.691725;-1.504760;2.789650;-7.475163
0.562800;0.170597;-1.194077;3.830739;-1.245100;-2.864056;3.839973;-14.999313
0.562830;-0.471104;-1.204665;3.004396;-4.179388;-2.755551;1.792412;-17.294748
0.562860;-0.283888;-0.680605;1.632992;-6.553550;-1.511819;0.172491;-18.898709
0.562890;0.588674;0.020071;0.799189;-7.746670;0.146117;1.251239;-11.465574
0.562920;0.453427;0.461788;0.837228;-8.137784;1.271030;0.687182;16.104053
0.562950;-0.276214;0.891120;1.022968;-8.008533;2.072219;-1.608064;52.012843
0.562980;-0.646627;1.072992;0.972983;-6.712690;2.665153;-1.372918;68.719091
0.563010;-1.378201;1.084376;1.314518;-4.733115;2.215576;-0.564539;64.013930
0.563040;-2.870871;0.888110;1.141524;-2.734239;1.967012;-1.508219;45.966870
0.563070;-3.962285;0.432371;-0.233528;-1.400715;2.302920;-2.396073;19.021603
0.563100;-4.431962;-0.025140;-2.070945;-0.224440;2.108451;-3.301416;-5.113089
0.563130;-4.453435;0.164143;-3.076240;0.337166;2.134121;-4.970941;-25.163988
0.563160;-3.819548;0.631966;-3.596546;-0.138650;2.338658;-6.746289;-44.847511
0.563190;-3.311552;1.396941;-4.577075;-1.572069;2.257860;-8.572725;-46.045336
0.563220;-2.706589;2.292105;-4.612847;-2.976549;1.727571;-8.823817;-29.442667
0.563250;-1.449339;2.702127;-3.214701;-4.532613;1.406762;-8.343370;-20.317000
0.563280;-0.246120;2.249599;-2.786088;-6.098661;1.602755;-8.158480;-24.255500
0.563310;0.229187;1.327784;-3.058325;-7.084320;1.667834;-6.564393;-26.998421
0.563340;0.677846;0.005278;0.741199;-7.244250;1.626039;-3.727930;-29.783362
0.563370;0.494059;-2.185119;5.384257;-7.332245;2.167894;-2.467167;-31.268690
0.563400;-0.502595;-3.985410;5.593788;-7.197635;2.867056;-2.576944;-23.230025
0.563430;-2.078107;-5.155383;4.491235;-6.758445;3.169960;-2.908544;-2.063328
0.563460;-3.740145;-5.492947;5.414486;-6.257074;3.786009;-4.015552;21.584951
0.563490;-5.680006;-5.212174;4.078604;-5.441199;4.086304;-6.266313;41.837966
0.563520;-7.364853;-3.879379;0.198852;-4.125721;3.814534;-8.434883;54.194737
0.563550;-8.078095;-1.900627;-2.338036;-2.742702;3.427873;-9.531126;51.490014
0.563580;-7.591801;0.272390;-4.031177;-0.853933;3.182379;-9.013943;43.186028
0.563610;-5.891347;2.233839;-5.839705;0.830461;3.108446;-8.329711;36.779201
0.563640;-3.470790;3.848011;-5.879350;1.933459;3.061469;-6.754740;32.467746
0.563670;-0.714317;4.806009;-4.047064;1.882229;3.127774;-4.168489;28.965463
0.563700;1.748592;4.846214;-2.190061;1.219295;3.009554;-3.132176;10.439081
0.563730;3.084833;3.724688;-0.651043;0.149003;2.583034;-4.495937;-17.638528
0.563760;3.138585;1.892801;0.920762;-1.158045;2.252954;-5.886342;-35.341046
0.563790;1.829639;-0.077704;2.714154;-1.922778;1.962156;-7.039844;-45.400202
0.563820;-0.494522;-2.063252;3.493131;-2.328479;1.592027;-7.798805;-56.400845
0.563850;-3.031952;-3.832524;2.609800;-2.196257;1.129788;-6.863886;-63.691585
0.563880;-4.707520;-4.735050;1.895235;-1.783755;0.850239;-2.802192;-57.270799
0.563910;-5.344705;-4.588178;2.897248;-1.066183;0.481373;2.061784;-32.271539
0.563940;-5.027901;-4.114512;3.037623;-0.252581;0.083547;3.768146;0.153120
0.563970;-3.449852;-3.417815;2.046075;0.906679;-0.403827;1.544160;30.435271
0.564000;-1.170327;-2.646588;2.501115;1.562013;-0.551528;0.762869;56.405546
0.564030;1.127162;-1.981131;4.581048;1.950612;-0.498947;1.194494;74.444252
0.564060;2.819204;-1.639614;5.402610;1.758877;-0.571347;-4.358865;82.105639
0.564090;3.819510;-1.406421;5.091868;1.594444;-0.629267;-10.965299;76.864498
0.564120;3.696119;-1.409278;5.549611;1.692135;-0.451989;-7.419443;59.353271
0.564150;3.077058;-1.355322;5.637089;2.081936;-0.624638;-1.859996;36.842518
0.564180;2.228854;-1.124673;4.240759;2.269729;-0.601672;-1.983446;10.776599
0.564210;1.431761;-0.638647;2.002195;2.150581;-0.680807;1.080949;-18.289447
0.564240;0.586153;0.169728;0.534479;1.850171;-1.202886;6.038137;-48.776504
0.564270;0.738969;1.086191;-0.130650;1.203030;-1.923764;5.094222;-74.040500
0.564300;1.864601;1.548974;-2.332553;0.328538;-2.669584;2.661693;-87.980407
0.564330;2.974279;1.289236;-4.030062;0.204083;-3.477176;1.785482;-91.061280
0.564360;4.148991;0.690334;0.803607;0.929931;-4.052354;1.060621;-84.358450
0.564390;5.843774;0.299189;7.492583;1.981577;-4.201282;2.092460;-67.431271
0.564420;6.883167;-0.563287;9.265202;2.966158;-3.945611;3.767708;-40.520929
0.564450;6.735502;-1.346457;10.776423;3.675982;-3.280286;5.503701;-3.119662
0.564480;6.339794;-1.903771;14.777983;3.530320;-2.447926;6.923630;32.511692
0.564510;5.925272;-1.880556;13.978425;2.647846;-1.725999;5.214515;55.056757
0.564540;5.413864;-1.798148;8.828685;1.585860;-1.104704;2.724492;68.101072
0.564570;4.673869;-1.013581;5.098980;0.597978;-0.580023;2.511920;76.595417
0.564600;3.631529;0.232440;2.203583;0.119904;-0.453604;1.165100;74.705580
0.564630;2.689175;1.415796;-1.479840;0.190326;-0.598691;-0.664506;61.754560
0.564660;1.712930;2.620254;-2.568739;0.746247;-1.049332;0.276786;42.557899
0.564690;0.577171;3.217345;-1.438194;1.394919;-1.456441;3.013352;26.643404
0.564720;0.118589;3.320623;0.277735;2.100919;-1.843304;4.795578;12.244255
0.564750;0.244554;3.533131;2.259618;2.614491;-1.940960;5.249031;-1.027548
0.564780;0.809389;3.663573;3.932743;2.911711;-1.601887;5.036929;-12.372405
0.564810;1.756860;3.202949;3.225392;2.702369;-1.124147;4.902652;-22.661079
0.564840;2.825687;2.549493;1.009190;2.229040;-0.433399;4.369560;-30.624636
0.564870;3.965075;1.904874;0.955455;1.862402;0.486938;3.046385;-36.944200
0.564900;5.367287;1.260599;2.856443;1.545849;1.165015;2.581902;-41.157939
0.564930;6.555869;0.730997;2.270472;1.406634;1.559968;2.519660;-34.672158
0.564960;7.488141;0.630819;-0.420782;1.569723;1.970501;1.360634;-14.536496
0.564990;7.559130;0.831599;-2.634291;1.873633;2.200847;0.868959;8.870825
0.565020;6.935157;1.209471;0.829593;2.034046;1.519899;1.994624;22.454920
0.565050;5.290014;1.865341;6.491928;1.696249;0.761415;3.159874;20.423696
0.565080;3.382683;2.728132;5.725638;0.660760;0.248439;3.692439;10.620156
0.565110;0.963342;3.075426;3.204363;-0.791474;-0.067462;3.539405;-5.193808
0.565140;-1.884449;3.122069;4.665087;-2.120732;-0.040237;3.410601;-16.893488
0.565170;-4.846793;3.471103;3.916928;-3.340497;0.947212;3.616842;-17.942195
0.565200;-7.092022;3.765311;-2.863339;-4.432434;2.408577;2.609989;-14.296282
0.565230;-8.704211;3.466014;-6.879123;-5.263692;3.685369;1.136594;-9.562927
0.565260;-9.228464;3.208812;-7.584361;-5.638934;4.570945;0.680711;-2.399495
0.565290;-8.746781;3.106148;-9.241565;-4.915882;5.016643;0.400102;9.736847
0.565320;-7.355033;2.968306;-9.699055;-3.469765;4.659765;0.061137;23.728355
0.565350;-5.370618;2.804349;-6.450622;-1.682262;3.394922;0.879861;31.269056
0.565380;-3.016921;2.905716;-3.200817;0.153292;2.232808;2.091648;26.497125
0.565410;-0.351208;3.267431;-0.822759;1.609492;1.420788;2.863431;20.257675
0.565440;2.074402;3.048981;0.390701;1.930867;1.221604;3.737830;13.817865
0.565470;3.590632;2.578187;0.073284;1.370349;1.785023;4.217720;-5.616217
0.565500;4.205984;2.057017;-2.859891;0.072985;3.076321;3.919038;-31.615715
0.565530;3.959641;1.356447;-7.277134;-1.412014;4.319585;2.504128;-38.168478
0.565560;2.479544;0.345217;-5.863444;-2.717892;4.809936;0.198596;-32.733077
0.565590;-0.186954;-0.751327;-2.241515;-3.622267;4.220639;-2.588217;-29.442720
0.565620;-3.489176;-2.134681;-4.514315;-4.363565;2.983400;-5.383660;-25.023692
0.565650;-6.917242;-3.011493;-5.799860;-4.554865;1.357782;-8.340180;-12.938913
0.565680;-10.100423;-3.494248;-1.699496;-4.446344;-0.124727;-10.332699;1.164481
0.565710;-12.397739;-3.082141;-2.114994;-3.983602;-0.549415;-10.630565;8.590242
0.565740;-13.703653;-2.287927;-7.067569;-3.881118;-0.105369;-8.849040;9.097630
0.565770;-13.105230;-0.959124;-8.388080;-4.030021;0.748998;-6.187463;9.365244
0.565800;-10.602699;-0.023097;-7.650990;-3.665423;1.528460;-3.021847;20.745706
0.565830;-7.647828;0.394281;-8.362923;-3.026798;1.867176;0.457866;41.853137
0.565860;-4.399186;0.570470;-7.253221;-2.113273;1.447271;3.159441;54.784655
0.565890;0.201375;0.709567;-5.114076;-0.426379;0.584524;3.474775;52.175694
0.565920;4.377196;0.729091;-2.263902;1.718883;-0.475588;1.993390;43.676117
0.565950;6.315757;0.632671;0.878309;3.405126;-1.406178;-0.381111;28.873873
0.565980;7.174406;0.427133;1.429999;4.255495;-1.838601;-3.610585;12.351633
0.566010;7.022341;0.133700;-0.012076;4.402015;-1.619942;-6.662265;-5.956531
0.566040;4.772568;-0.339838;-0.910828;4.334236;-0.662012;-7.240628;-32.584445
0.566070;1.347333;-0.885276;-2.795231;3.270304;0.415429;-5.686904;-60.500854
0.566100;-2.349883;-1.498868;-5.101545;1.694524;1.019476;-2.925671;-86.279873
0.566130;-5.036925;-2.063848;-6.979919;-0.342174;1.382126;0.051703;-106.576643
0.566160;-6.345481;-2.803380;-8.726038;-1.958615;0.933690;2.726783;-109.258011
0.566190;-6.414947;-3.417712;-9.675363;-3.499515;-0.054577;3.935814;-80.613782
0.566220;-5.401977;-4.068831;-7.393532;-4.765021;-1.510219;3.090262;-32.795971
0.566250;-2.547480;-4.279582;-4.673541;-5.329827;-2.568671;0.469189;9.359632
0.566280;0.606762;-3.728005;-2.934162;-4.387320;-2.831097;-1.792228;45.199116
0.566310;3.297091;-2.317328;-0.107903;-2.572969;-2.809062;-3.311380;76.309856
0.566340;5.719988;-0.363508;2.074503;-0.871766;-2.111328;-3.956713;88.069460
0.566370;7.422886;1.933862;1.962630;0.717670;-1.101509;-2.710197;80.691137
0.566400;7.812594;3.677827;3.554436;2.281200;-0.377318;0.261313;65.754667
0.566430;6.357667;4.827241;3.658562;2.996124;0.186432;2.916472;48.454911
0.566460;4.114658;5.202547;-0.186222;3.263863;0.547073;3.915328;36.956631
0.566490;2.211217;4.399977;-2.269583;3.476583;0.499836;3.215007;28.856696
0.566520;0.800508;2.984095;-1.379940;3.300921;0.096295;1.383300;16.465444
0.566550;-0.471841;0.929185;-3.509301;3.065167;-0.489140;-0.639919;-4.356335
0.566580;-0.639336;-1.489533;-5.309179;2.898588;-1.342177;-1.944795;-24.611963
0.566610;0.436351;-3.846882;-1.985197;2.415132;-2.338918;-1.272753;-44.366450
0.566640;1.859951;-5.278456;0.900953;1.644919;-3.135269;0.935600;-59.935716
0.566670;2.954874;-5.757905;0.406251;1.237262;-3.568129;3.123806;-69.734302
0.566700;3.243283;-5.097557;1.531052;0.859844;-3.801740;4.426018;-71.411362
0.566730;2.588495;-3.672110;3.257876;0.228319;-3.355574;4.485865;-64.671166
0.566760;1.947249;-1.931708;2.900623;-0.287179;-2.469335;2.913452;-42.745030
0.566790;1.435754;-0.022025;2.606126;0.137612;-1.568788;0.225692;-11.363316
0.566820;1.102614;1.812395;3.369565;1.149150;-0.634377;-2.237294;17.574630
0.566850;1.261026;3.292638;3.802390;1.721279;-0.001014;-3.323894;56.212221
0.566880;2.041116;4.332089;4.262278;1.949980;0.515220;-2.398248;83.954577
0.566910;2.833536;4.703286;5.415814;2.527324;0.440426;-0.344377;73.395608
0.566940;3.192724;4.611823;6.415251;2.743919;0.172117;1.745325;38.542033
0.566970;3.149726;3.738818;6.451381;2.260055;-0.111378;4.049579;13.361250
0.567000;2.676151;2.406506;6.231168;1.710435;-0.250706;5.556054;-12.254249
0.567030;1.761750;1.022660;4.881706;1.772868;-0.492043;5.598949;-41.955565
0.567060;0.348644;0.068224;2.792213;2.304380;-0.390361;4.283967;-46.768849
0.567090;-1.346657;-0.652107;1.606949;2.985635;-0.192288;2.491277;-26.229698
0.567120;-3.162151;-0.892896;1.041133;3.110619;0.179506;1.471447;-2.027556
0.567150;-4.574396;-0.518215;0.888974;2.513077;0.560639;0.796949;17.310305
0.567180;-5.402728;0.126762;2.016691;1.746142;0.884537;0.739119;23.489548
0.567210;-5.143574;0.570960;4.455422;0.926307;0.637112;1.214853;18.171234
0.567240;-3.967760;1.254046;6.283275;-0.001462;0.240259;1.747944;13.746301
0.567270;-2.234321;1.774625;7.840427;-0.132149;-0.109147;1.831257;2.084908
0.567300;-0.196968;1.937759;9.595836;0.202026;-0.639415;1.518560;-12.236464
0.567330;1.597744;1.790155;10.291417;0.319147;-1.066571;0.873599;-15.265449
0.567360;2.453445;1.278908;8.880030;0.514035;-0.730961;0.002297;4.148519
0.567390;2.577294;0.607374;7.659691;-0.073184;0.181749;-1.016935;26.294149
0.567420;1.507274;0.134667;6.664200;-1.151018;0.784887;-1.739154;35.472743
0.567450;-0.472986;0.076063;4.681682;-2.308525;0.953569;-1.781039;41.484730
0.567480;-2.283806;0.451604;2.251733;-3.480490;0.978445;-1.135440;38.746475
0.567510;-3.768942;1.464626;1.200398;-4.945575;1.253942;-0.242170;13.632589
0.567540;-5.273397;2.680169;1.086818;-5.665164;1.322615;0.702359;-26.037224
0.567570;-5.378598;4.271494;0.940728;-5.573289;1.521493;1.499684;-65.216262
0.567600;-4.491719;5.021737;1.395132;-5.127860;1.929633;2.102545;-95.831342
0.567630;-3.258984;5.049053;2.485014;-4.133187;2.632425;2.513592;-113.132975
0.567660;-1.559619;4.581546;3.741522;-2.721708;3.060443;2.761078;-101.493090
0.567690;0.038906;3.301534;4.902898;-1.522422;3.007005;2.714250;-54.837232
0.567720;1.213039;1.397217;5.031437;-0.939720;2.461230;2.346838;-2.938475
0.567750;1.825254;-0.665968;4.104255;-0.595099;1.925432;1.620816;35.381783
0.567780;1.497561;-2.356217;2.524561;-0.355277;1.027421;0.607449;60.474544
0.567810;0.459112;-3.114331;0.484271;-0.352298;0.182713;-0.489991;63.341984
0.567840;-0.545354;-2.903167;-1.731155;-0.824799;-0.045108;-1.546587;48.193910
0.567870;-1.360230;-1.654048;-3.099192;-1.747078;0.694819;-2.320043;27.570083
0.567900;-1.674034;0.225380;-3.463519;-2.923575;1.875129;-2.751631;13.281204
0.567930;-1.226153;2.034849;-3.117456;-4.724968;3.154874;-2.446726;9.781689
0.567960;-0.467859;3.298175;-1.981705;-6.232640;4.305094;-1.662164;17.333334
0.567990;0.473599;3.755125;-0.604259;-6.819938;4.757774;-0.616133;33.176708
0.568020;1.701049;3.508884;0.229862;-6.424122;4.166833;0.410189;43.343835
0.568050;2.434687;2.359929;0.270021;-5.240057;2.677893;0.895935;44.219815
0.568080;2.492685;0.654971;-0.163542;-3.432413;1.018678;0.467345;40.880817
0.568110;1.705318;-1.277551;-1.354896;-1.368113;0.244425;-0.374942;26.580068
0.568140;0.304346;-2.709491;-3.177386;0.516825;0.442301;-1.630492;-1.292797
0.568170;-1.336507;-3.573774;-4.375682;2.196049;1.316689;-3.025874;-36.706678
0.568200;-2.941115;-3.788458;-4.885022;2.951089;2.450742;-4.254339;-65.630647
0.568230;-4.019685;-3.294260;-4.846287;2.859230;3.383570;-4.557946;-70.929074
0.568260;-3.956629;-2.214466;-4.208187;1.746046;3.675588;-4.061536;-55.856999
0.568290;-2.850221;-1.045564;-3.160765;0.320647;3.075754;-2.999659;-26.983286
0.568320;-1.185506;0.073546;-2.245158;-0.692936;1.748288;-1.525306;2.081520
0.568350;0.831031;0.471886;-1.548842;-1.006152;0.072420;-0.136741;22.679711
0.568380;2.682409;0.389588;-1.824679;-0.769944;-1.216368;0.305812;29.311953
0.568410;3.827202;0.124258;-3.442475;0.194698;-1.392499;-0.095196;15.742081
0.568440;4.471886;-0.623555;-5.432628;0.977336;-0.783013;-1.231564;-2.166562
0.568470;4.411797;-1.672710;-6.681793;1.065556;0.098041;-3.072619;-1.193497
0.568500;3.390092;-1.685686;-7.711776;0.793032;1.220047;-4.936130;4.756366
0.568530;1.815883;-1.236974;-7.841321;0.611423;1.881469;-6.042173;6.716698
0.568560;-0.501154;-1.827229;-6.015938;0.043535;1.971179;-5.901140;14.749318
0.568590;-2.683437;-1.818661;-2.997138;-0.687344;1.211319;-4.807337;34.138155
0.568620;-3.900431;-0.816580;-0.000873;-0.511338;-0.183202;-2.780922;45.703740
0.568650;-4.171949;-0.174939;2.557365;0.060857;-1.437443;-0.658664;36.569910
0.568680;-3.516927;-0.028093;3.717325;0.161707;-1.738434;1.066838;23.932310
0.568710;-1.914328;-0.115225;3.133128;0.443779;-1.272057;1.685058;20.464023
0.568740;0.549924;0.240622;1.523776;1.422101;-0.392026;0.646822;11.158737
0.568770;3.031545;-0.115731;-0.549862;2.132728;0.803583;-1.480713;-9.038695
0.568800;4.918726;-0.683046;-2.923942;1.985428;1.975632;-3.819003;-25.584806
0.568830;5.627305;-0.707919;-5.010357;1.854848;2.097281;-5.445445;-22.473533
0.568860;4.941020;-1.006651;-5.996472;2.380035;1.136675;-5.844514;-9.538851
0.568890;3.472995;-1.228267;-5.486090;2.795835;0.027179;-4.696361;-5.215531
0.568920;1.829086;-1.320887;-3.742002;2.846866;-1.037215;-2.302078;6.315508
0.568950;-0.117075;-1.324407;-1.959632;2.965495;-2.222569;0.580329;34.705572
0.568980;-1.963530;-1.501224;-0.552296;3.276094;-2.879000;2.487843;52.817330
0.569010;-3.078889;-1.079581;0.582880;2.882204;-2.341780;2.842158;53.730879
0.569040;-3.152363;-0.328222;1.231780;2.135046;-1.335544;1.765680;49.076350
0.569070;-1.949966;0.346155;0.588416;1.432491;-0.661253;-0.130396;40.397899
0.569100;-0.193125;1.012096;-0.578093;0.670271;0.044244;-2.371475;25.393290
0.569130;1.322550;1.666443;-0.760906;-0.435977;0.239796;-3.399720;-5.641087
0.569160;2.326002;2.194882;-0.019155;-0.979295;-0.547609;-2.441108;-53.915003
0.569190;2.588638;2.364560;0.970190;-0.962944;-1.828408;-0.368668;-112.020735
0.569220;1.973362;2.342040;2.548628;-0.792683;-2.895272;1.986881;-146.633053
0.569250;0.660855;2.254424;3.970296;-0.297474;-3.349239;3.861686;-148.532272
0.569280;-0.480167;1.668976;4.316742;0.531246;-3.234255;4.330905;-127.703306
0.569310;-0.962327;0.877049;3.168984;0.652333;-2.472614;3.465532;-76.882453
0.569340;-0.412535;-0.208132;1.405455;0.661658;-1.351502;1.667198;-3.012380
0.569370;0.582544;-0.852658;-0.788053;0.947187;-0.374762;0.013166;69.219987
0.569400;1.686675;-1.163324;-2.543249;1.319877;-0.442126;-0.706270;115.257308
0.569430;2.927589;-0.937787;-3.303020;1.352888;-0.761689;0.332573;129.239357
0.569460;3.986211;-0.011067;-3.278287;1.510185;-1.061727;2.470017;115.908728
0.569490;4.201413;1.015255;-2.816320;1.617462;-1.482032;4.676151;83.535709
0.569520;3.620272;2.339849;-1.520364;1.338663;-1.743153;5.897063;37.682561
0.569550;2.163515;3.174458;0.222872;0.443852;-1.471007;6.163088;-6.938847
0.569580;0.395638;3.508088;1.765889;-0.644970;-1.136278;5.853517;-44.622791
0.569610;-1.789080;3.014782;3.154708;-1.500486;-0.804687;4.751954;-66.778473
0.569640;-3.708810;2.102394;4.149011;-2.133622;-0.758591;2.912589;-73.846653
0.569670;-4.866184;0.878373;4.976630;-2.705521;-1.291823;1.711599;-79.470559
0.569700;-5.635657;-0.572502;4.918005;-2.763822;-1.900007;1.404396;-79.805463
0.569730;-5.751149;-1.833796;4.268757;-2.391444;-2.039844;1.778661;-69.520703
0.569760;-4.961404;-2.297984;3.131495;-2.007258;-1.905319;2.564682;-51.426109
0.569790;-3.269369;-2.232737;1.895022;-1.430602;-1.523458;3.305174;-27.272420
0.569820;-1.483120;-1.299172;0.780134;-0.696314;-0.643784;3.716707;-8.574494
0.569850;0.189246;0.293819;-0.231853;-0.144968;0.552788;3.716252;7.272935
0.569880;1.271451;2.526952;-0.663871;-0.217589;1.052963;3.287907;25.364190
0.569910;1.765989;4.160084;-0.653108;0.046792;1.170974;2.789563;45.791784
0.569940;1.691142;5.125256;-0.570775;0.366086;1.340632;2.357144;61.495792
0.569970;1.138035;5.386122;-1.264651;0.723414;0.231874;2.349400;51.501547
0.570000;0.160297;4.822557;-2.140542;0.948613;-0.917797;2.568933;25.580418
0.570030;-0.475785;3.524008;-2.110021;1.339816;-0.854803;2.689364;9.726190
0.570060;-1.243093;1.826168;-1.895399;1.924281;-0.534521;2.990568;-7.278134
0.570090;-1.839778;-0.445179;-2.394920;2.080086;-0.247482;3.243956;-22.687225
0.570120;-2.361066;-2.505073;-2.612525;1.783633;0.330972;3.204866;-20.901116
0.570150;-2.733142;-3.884207;-1.271111;1.180869;0.435933;2.539079;-2.235966
0.570180;-3.078710;-4.287318;0.090788;0.014261;0.378868;1.552564;5.647933
0.570210;-3.519820;-4.054920;0.972872;-1.128513;0.003528;0.590004;-13.544628
0.570240;-4.141072;-3.162417;2.092796;-2.138006;-0.202300;-0.261027;-28.817368
0.570270;-4.691634;-0.999442;3.094432;-3.012918;-0.204056;-1.066819;-24.379953
0.570300;-5.090721;1.389635;2.894609;-3.310232;0.028956;-1.566537;-12.438126
0.570330;-4.905885;3.371480;1.799491;-2.842155;0.667867;-1.611534;-0.407395
0.570360;-4.058716;4.912846;0.292833;-2.097521;1.439700;-1.248691;12.811126
0.570390;-2.666015;6.001276;-1.681193;-1.240593;2.196512;-1.047368;31.899671
0.570420;-0.917763;6.254245;-3.760829;-0.279093;2.145052;-0.650066;54.142232
0.570450;0.943303;5.493958;-5.541940;0.591048;1.252880;-0.242086;60.711145
0.570480;2.396247;3.935860;-6.967711;1.531279;0.710072;0.123461;56.115549
0.570510;3.587145;1.655190;-7.484029;2.027714;0.540147;-0.064146;45.059933
0.570540;3.911271;-1.316959;-6.809311;1.898835;-0.086671;-0.596982;30.095084
0.570570;3.486763;-3.641312;-5.418456;1.248709;-0.321980;-1.060741;25.579977
0.570600;2.143815;-5.177213;-3.677764;0.431947;0.411792;-1.813775;21.568613
0.570630;0.376659;-5.298206;-1.411637;-0.683444;1.168205;-2.728354;0.782522
0.570660;-1.120153;-4.741499;1.020290;-1.242804;1.355999;-3.344294;-29.121470
0.570690;-2.140538;-3.542671;2.558734;-1.117766;1.770522;-3.621188;-57.151407
0.570720;-2.900060;-1.843210;3.281776;-0.861271;2.525310;-3.249575;-79.791671
0.570750;-3.517605;-0.267007;3.394363;-0.407506;2.587842;-2.612363;-97.731555
0.570780;-3.255397;1.112744;2.803522;0.099983;2.258400;-1.694909;-94.392618
0.570810;-2.250291;2.124971;1.651122;0.223938;2.591739;-0.265837;-65.219902
0.570840;-0.672391;2.416472;0.809854;0.089898;2.417398;2.440811;-14.581581
0.570870;1.122264;1.922317;0.040002;-0.045530;1.171781;7.944602;38.692192
0.570900;2.981448;0.790066;-0.931886;-0.341729;-0.297829;17.114957;68.540803
0.570930;4.386114;-0.404006;-1.603595;-0.607509;-0.717030;29.052028;70.105745
0.570960;4.967068;-1.304584;-1.726962;-0.754080;-0.986104;41.354238;60.711283
0.570990;4.733427;-1.466369;-1.690772;-0.576432;-1.240261;52.946000;41.745827
0.571020;4.101149;-1.069054;-1.443809;0.086889;-0.967705;62.320783;16.520779
0.571050;3.888293;-0.497273;-0.789256;0.503313;-0.253472;67.178266;2.617661
0.571080;3.745150;0.267731;0.025069;0.734839;0.611242;64.576975;11.411264
0.571110;3.036092;0.904583;0.668449;1.091200;1.052399;52.568534;30.035338
0.571140;2.562518;1.000295;1.629433;0.979231;1.168902;30.601970;38.472188
0.571170;2.603688;0.801510;2.200452;0.464348;1.319034;2.162334;32.662467
0.571200;2.340181;0.401950;2.176726;-0.314563;0.946899;-35.332966;15.096995
0.571230;0.999666;-0.205378;2.172525;-0.558709;0.267021;-89.165880;-9.865976
0.571260;-0.343965;-0.778273;2.266355;-0.424385;0.147984;-145.135495;-40.970473
0.571290;-0.992729;-1.154237;2.049978;-0.109073;0.376751;-172.384466;-80.170341
0.571320;-1.954094;-1.081047;2.016627;0.154528;0.399981;-163.859268;-116.315103
0.571350;-2.854104;-0.594599;1.861675;0.235160;-0.063294;-130.841752;-121.642835
0.571380;-2.623689;0.383450;1.193422;0.037231;0.053249;-70.206516;-94.246397
0.571410;-1.233378;1.783620;0.485373;-0.554598;0.148431;20.253819;-51.707667
0.571440;0.809462;3.170285;0.271023;-1.498745;-0.807717;105.820403;-2.191050
0.571470;2.493900;4.013551;-0.105764;-2.109816;-1.471150;145.803608;45.771352
0.571500;3.932291;4.131509;-0.681175;-1.706656;-1.778077;144.071304;80.610692
0.571530;5.634835;3.436485;-0.459627;-0.505776;-1.882638;124.873602;96.960641
0.571560;6.411423;2.454265;-0.133182;1.051574;-1.493460;95.821792;95.835981
0.571590;5.673205;1.117727;-0.146197;2.632312;-0.723648;58.700699;88.547789
