Time;A_P1;A_P2;B;C;D;E;F
0.260190;-5.257760;2.878113;-1.220882;-4.811886;1.939456;15.025452;-26.131525
0.260220;-5.635147;3.578957;-1.246247;-3.572106;1.292601;50.372398;-29.240865
0.260250;-5.381727;3.399632;-1.487679;-2.528697;0.497472;68.450148;-38.865904
0.260280;-4.207168;2.427847;-1.159589;-1.793225;0.737838;77.275990;-41.736811
0.260310;-2.598975;0.799118;-0.386386;-0.980956;2.186702;77.149647;-28.058399
0.260340;-1.052705;-0.927089;0.180609;-0.732210;3.209414;72.065207;-12.774247
0.260370;0.028092;-2.280941;-0.011186;-1.141489;1.706162;66.397081;0.525257
0.260400;0.414978;-2.881199;-0.602732;-2.610714;0.203874;57.310657;20.030675
0.260430;0.328390;-2.748696;-1.503054;-5.089338;0.563531;43.907275;38.196123
0.260460;-0.628895;-1.931614;-3.033012;-8.907455;1.311737;29.105144;44.622551
0.260490;-2.558428;-0.338375;-4.302350;-13.362188;1.349862;13.156721;46.478690
0.260520;-4.082175;1.686340;-5.246941;-16.983879;2.133001;-3.414606;46.311812
0.260550;-5.114160;3.458419;-5.969692;-18.882612;4.018200;-19.534194;43.478163
0.260580;-5.968145;4.874185;-6.078148;-18.386684;4.973130;-33.979204;39.331310
0.260610;-6.795730;5.590709;-5.314736;-15.017455;4.333786;-45.332807;29.420468
0.260640;-5.996320;5.256746;-4.615675;-9.402118;3.765647;-54.172959;14.312438
0.260670;-4.558353;3.951304;-3.942355;-2.935900;2.829922;-62.495718;0.439889
0.260700;-3.284389;1.868986;-2.896244;3.174144;1.605919;-66.452031;-17.496986
0.260730;-1.993025;-0.232276;-1.751223;7.632710;0.722055;-58.720714;-46.048971
0.260760;0.306343;-1.963349;-0.907165;9.114874;0.269424;-36.437491;-72.306224
0.260790;2.159249;-2.996170;-0.213830;8.141174;0.229783;-11.255842;-78.085184
0.260820;2.553816;-3.027059;0.015414;6.259332;0.285053;2.470035;-61.157873
0.260850;2.457878;-2.142889;-0.153233;4.536785;0.063862;3.340282;-24.045198
0.260880;1.698720;-0.450400;-0.320481;4.004974;-0.181920;-1.295277;24.924014
0.260910;0.515369;1.615504;-0.435621;4.541211;-0.738122;-2.586124;62.630586
0.260940;-1.059143;3.378892;-0.709639;6.449964;-1.339698;4.165176;84.577956
0.260970;-1.960568;4.377500;-0.899016;8.589785;-1.140057;16.303651;100.693465
0.261000;-1.247364;4.039381;-1.013837;9.343930;-0.757536;25.520684;102.853613
0.261030;-0.285136;2.757411;-1.386679;8.152115;-0.051577;29.102594;89.382033
0.261060;-0.226317;0.796990;-2.019556;5.090203;1.036149;28.623756;66.698358
0.261090;0.884822;-1.615450;-2.240095;1.373026;1.538677;23.393131;34.722683
0.261120;2.817066;-3.888154;-1.962180;-1.990696;1.147325;14.568294;-9.645689
0.261150;3.393456;-5.055324;-1.272126;-4.291916;0.701921;7.058265;-66.598954
0.261180;2.182621;-4.868613;-0.340439;-5.304237;-0.179308;-0.855191;-119.613191
0.261210;1.246516;-3.742900;0.526216;-2.588258;-1.762286;-12.045398;-155.980121
0.261240;0.843604;-1.969522;1.298217;3.678008;-3.591455;-22.578128;-162.846087
0.261270;0.805741;0.211586;2.046551;8.807074;-4.155265;-27.866547;-123.858918
0.261300;0.237355;2.212685;2.404703;10.040298;-4.413487;-26.688162;-56.271545
0.261330;0.056040;3.753968;2.104663;8.444925;-4.273308;-17.304853;14.624606
0.261360;1.713542;4.527074;1.845265;5.128643;-3.243436;-1.206963;73.274956
0.261390;3.736490;3.878988;1.659051;0.768442;-1.328218;15.444189;102.754446
0.261420;4.894934;2.159528;1.419147;-3.523944;0.677237;26.473764;102.808173
0.261450;5.952876;-0.119829;1.247582;-6.212418;2.024236;25.940008;85.297502
0.261480;6.491008;-2.785673;1.734886;-6.126381;2.797479;11.533608;59.185399
0.261510;6.154156;-5.315180;2.538922;-2.469491;2.531054;-10.566303;29.886311
0.261540;5.099088;-7.255524;3.537411;3.007025;1.230701;-31.172446;21.869953
0.261570;2.976528;-8.185512;4.395316;7.755292;-0.368278;-43.569228;40.147997
0.261600;0.782745;-7.645230;4.887966;10.415441;-1.711967;-43.244833;54.954433
0.261630;-0.382162;-5.663853;4.659593;11.100254;-2.770666;-27.958263;56.170092
0.261660;-1.089797;-2.772574;3.843269;9.982125;-3.448708;-1.349718;55.031021
0.261690;-1.895720;0.704062;3.005225;7.376167;-2.599687;27.493406;39.908274
0.261720;-1.213505;4.055656;2.689735;4.181298;-0.661567;49.416294;-10.097725
0.261750;1.637191;6.483834;3.404706;2.689260;1.203368;56.981815;-76.823007
0.261780;2.657319;7.354376;4.526283;2.722747;2.804570;47.562054;-128.893807
0.261810;2.306488;6.365878;5.904610;2.798392;4.453455;25.874090;-152.788676
0.261840;2.264426;4.243728;7.070299;2.448822;4.833694;2.533121;-142.787413
0.261870;1.186384;1.013981;7.291119;2.313511;3.016187;-14.554368;-98.340805
0.261900;-1.615867;-2.524268;6.367801;1.169225;0.560972;-22.085577;-37.568715
0.261930;-4.473984;-5.591409;4.769072;-0.542861;-1.650634;-18.081721;25.293655
0.261960;-4.821419;-7.492398;2.759779;-2.337810;-3.383532;-6.047179;83.321949
0.261990;-3.453667;-7.777160;1.063043;-3.593184;-4.686265;4.062628;109.933204
0.262020;-2.467449;-6.290026;-0.230761;-4.137549;-3.873229;5.630601;83.732489
0.262050;-0.824977;-3.477696;-0.849527;-3.305700;-1.878612;0.520242;44.052749
0.262080;2.489721;0.044528;-0.878902;-1.448455;-0.051327;-4.299668;27.712072
0.262110;4.667049;3.426703;-0.293459;0.699192;1.074383;-4.021248;22.499362
0.262140;4.879918;6.074697;0.446521;2.310498;1.918993;1.982363;17.849529
0.262170;3.586716;7.304650;1.171428;3.072470;1.685594;12.629627;34.307998
0.262200;1.934475;7.194874;1.376812;2.938490;0.125734;24.972797;62.116369
0.262230;0.670214;5.840237;1.835030;1.715591;-1.548143;33.025244;69.901327
0.262260;-1.720736;3.778996;2.048204;-0.365604;-2.242445;31.943599;45.393156
0.262290;-4.518673;1.591128;2.270154;-2.842660;-2.037154;22.827363;9.617789
0.262320;-5.291989;-0.168188;2.360217;-4.422389;-1.158192;10.967577;-19.770766
0.262350;-5.309115;-1.108326;2.262302;-4.503805;-0.071991;-0.791206;-55.371360
0.262380;-5.988721;-1.028491;2.049243;-3.446227;1.019459;-11.308200;-108.644041
0.262410;-5.908609;0.092353;1.711714;-1.549891;2.078052;-17.467659;-159.440533
0.262440;-4.956392;1.917538;0.869693;0.095257;1.477942;-16.593940;-179.489198
0.262470;-3.528797;3.443401;-0.687637;0.805746;-0.074750;-12.750580;-159.568831
0.262500;-2.313812;3.958778;-2.361174;0.296374;-1.761843;-10.294114;-110.590999
0.262530;-0.846743;3.343954;-3.583786;-1.615861;-3.174086;-7.681895;-33.959691
0.262560;0.980281;1.591696;-4.399908;-3.652885;-4.109530;-5.395263;55.854749
0.262590;2.684229;-1.092605;-4.734044;-5.040577;-3.969767;-4.769322;115.254533
0.262620;3.224527;-3.941231;-4.164226;-6.293503;-2.631080;-3.799412;121.616717
0.262650;2.721169;-6.516742;-3.219811;-6.622164;-0.662490;-1.010217;109.003091
0.262680;0.910328;-7.799380;-2.211858;-5.060221;1.097484;2.509965;94.488414
0.262710;-1.702795;-7.443813;-1.200597;-3.123257;2.104768;6.063686;62.058638
0.262740;-3.650534;-5.202777;-0.056902;-2.274872;1.736178;8.869127;17.034328
0.262770;-5.651238;-1.577947;0.550651;-1.943831;0.941983;8.989622;-8.041027
0.262800;-7.190485;2.433888;0.678693;-1.632154;0.138084;5.353291;0.162355
0.262830;-7.015743;5.912341;0.338680;-1.983389;-0.574309;-2.225125;17.743755
0.262860;-5.788359;8.217641;0.140463;-2.998652;-0.805413;-12.089621;31.044608
0.262890;-4.110300;8.905226;0.212020;-4.171768;-0.159438;-21.532689;43.032762
0.262920;-2.102859;7.736656;0.757525;-4.431146;1.018942;-28.201202;41.018449
0.262950;-0.187565;4.881626;1.359724;-4.072378;1.654258;-30.328926;7.390601
0.262980;1.549926;1.224719;1.665430;-4.253817;1.451587;-27.554984;-46.345607
0.263010;2.531672;-2.673562;2.067956;-4.774965;0.884183;-20.324028;-99.856855
0.263040;2.219027;-5.737332;1.771307;-4.463619;0.235321;-10.660078;-133.750216
0.263070;0.880538;-7.761249;0.708072;-3.342829;-0.213345;-0.983990;-150.088478
0.263100;-0.726852;-8.532507;-0.537329;-2.548457;-0.350587;6.537253;-150.691015
0.263130;-2.364100;-7.875918;-1.768753;-2.655071;-0.151006;10.704939;-119.477818
0.263160;-3.971187;-6.368283;-2.666596;-2.625418;0.140029;10.389686;-49.779735
0.263190;-5.022440;-4.316284;-2.584101;-2.176576;0.292395;6.249112;31.921921
0.263220;-4.878097;-1.766083;-1.919183;-1.762779;0.488277;0.382608;87.201193
0.263250;-3.772274;0.409494;-1.034467;-2.003689;0.641685;-6.255963;106.567588
0.263280;-2.094995;1.769763;0.017559;-2.739130;0.603981;-12.792007;113.801080
0.263310;-0.284498;2.772744;0.690054;-2.658866;1.129822;-16.792063;110.447599
0.263340;1.478865;3.261064;0.320319;-2.245575;1.843284;-17.628533;86.778380
0.263370;2.666534;3.391823;-0.011886;-2.196464;2.093183;-16.148669;62.384021
0.263400;2.915560;3.282532;-0.448243;-1.907936;2.417530;-13.402383;51.463561
0.263430;2.407743;3.075338;-1.142493;-0.580755;2.649789;-10.126927;40.594536
0.263460;1.214743;2.645825;-1.793966;0.952443;2.288718;-7.407386;24.246938
0.263490;-0.419065;1.571215;-1.701313;1.606478;1.531729;-5.587354;12.207856
0.263520;-2.182974;0.378547;-1.387682;1.722297;0.939505;-4.170522;12.848743
0.263550;-3.192560;-0.748509;-1.302297;2.084805;0.602719;-2.621059;10.913109
0.263580;-3.418510;-1.986040;-1.204743;2.524652;0.000225;-0.610693;2.527333
0.263610;-2.618515;-3.299544;-0.526479;3.155768;-0.277641;2.463285;-13.762187
0.263640;-0.793557;-4.403680;-0.021781;3.938096;0.162668;6.153998;-40.969941
0.263670;1.366029;-4.744694;0.068110;6.251435;0.354345;8.900148;-61.311645
0.263700;3.110555;-4.317349;-0.076058;7.744882;0.422914;9.762049;-77.933236
0.263730;4.224816;-2.713362;-0.344266;7.196325;0.640659;8.050842;-98.650846
0.263760;5.222913;-0.657860;-0.861009;6.570689;0.648336;3.841031;-108.245711
0.263790;5.949215;1.312358;-1.314513;5.646106;0.357783;-1.630862;-97.439420
0.263820;5.534909;2.966850;-1.615512;3.587042;-0.047458;-6.929674;-65.319920
0.263850;4.197739;4.342367;-1.655169;2.382520;-0.094587;-10.496479;-22.491496
0.263880;2.908924;4.976321;-1.076278;1.780196;-0.155204;-10.630186;26.986112
0.263910;2.218678;4.829883;-0.077044;2.072860;-0.563466;-7.997150;65.122299
0.263940;1.865829;4.289805;0.350819;3.893720;-0.517315;-2.966852;86.981267
0.263970;2.184736;3.345542;-0.188467;5.687960;0.347212;4.152123;105.208287
0.264000;2.988270;1.664813;-3.161803;6.567211;0.992029;10.996931;117.344442
0.264030;3.767866;-0.162373;-9.884384;7.123419;1.302051;15.386770;113.338637
0.264060;3.735925;-1.493355;-16.778066;6.582223;0.913952;17.723563;101.151187
0.264090;3.676222;-1.997414;-16.944030;4.270586;-0.254290;17.452786;83.456126
0.264120;3.735548;-2.107104;-8.197212;1.901587;-1.709887;14.214574;56.006712
0.264150;3.251032;-1.803092;9.084223;-0.149465;-2.960540;8.950379;26.250286
0.264180;2.500944;-1.175562;34.122349;-1.185525;-3.713832;4.262699;1.215046
0.264210;1.815218;-0.416385;61.492074;-0.833237;-3.256891;1.333651;-24.904351
0.264240;0.875137;0.644172;83.789633;0.264747;-1.200799;0.191006;-55.294501
0.264270;-0.414255;1.831330;97.947782;2.035028;1.435568;0.172866;-84.774300
0.264300;-0.565002;2.976632;104.077479;3.937719;3.494858;1.138436;-107.902183
0.264330;-0.234067;3.885930;102.650189;5.057935;4.746087;2.611535;-117.984496
0.264360;0.087385;4.320097;91.701638;5.382065;4.661666;3.373175;-107.510752
0.264390;0.140366;3.997871;69.714882;4.778669;3.388988;3.603649;-76.466981
0.264420;0.323030;3.599145;38.458521;3.537460;0.814849;4.637824;-34.457749
0.264450;0.287421;3.175915;-3.875335;2.295807;-2.073250;6.673034;5.552374
0.264480;0.404845;2.628629;-67.551758;0.900088;-4.275500;8.955042;32.499997
0.264510;-0.187268;1.969214;-147.907102;-0.795561;-5.053025;11.563540;44.137370
0.264540;-1.031012;1.506252;-217.383443;-2.105482;-4.777789;13.026957;53.288970
0.264570;-1.565344;0.869343;-251.657693;-2.832738;-3.034893;13.088452;59.302285
0.264600;-1.782310;0.052238;-239.241301;-3.349114;-0.548655;11.910609;60.146857
0.264630;-2.044483;-0.624239;-176.313300;-4.191767;1.692079;9.618876;63.034000
0.264660;-1.643933;-0.905513;-74.862172;-4.956267;3.039499;6.745643;69.008586
0.264690;-1.114845;-0.928427;34.297240;-5.497907;3.263854;4.272848;72.393573
0.264720;-0.885042;-0.655653;116.657542;-5.283527;2.819993;2.261868;72.504214
0.264750;-1.538034;0.071501;175.196725;-4.655779;1.992725;0.765524;69.169412
0.264780;-2.572246;1.015462;211.240613;-3.842672;1.396337;0.155918;60.550586
0.264810;-3.470287;1.949881;214.862758;-2.562763;1.459896;0.370889;45.087706
0.264840;-4.473541;3.061040;196.268676;-1.373151;2.010842;0.992461;20.077222
0.264870;-5.492314;4.060949;154.898720;-0.544033;2.456981;2.112733;-12.468858
0.264900;-6.072321;4.598935;94.085383;-0.101212;2.887042;3.591050;-59.920217
0.264930;-5.978779;4.629034;40.475807;0.251682;2.700253;5.288301;-121.103652
0.264960;-5.889844;4.061243;2.866577;0.050310;1.475465;6.465019;-177.321574
0.264990;-5.876220;3.497163;-30.585974;-0.622917;-0.051557;6.683351;-199.242358
0.265020;-5.250319;2.731710;-75.766227;-1.997350;-0.874777;6.216628;-178.540119
0.265050;-4.291280;1.633208;-131.146178;-4.209217;-1.488949;5.161723;-120.374601
0.265080;-3.348742;0.712073;-173.683321;-6.551051;-1.184857;3.527030;-36.468856
0.265110;-2.913264;0.514654;-188.342553;-8.422281;0.265768;1.566201;59.408618
0.265140;-2.195776;0.201116;-173.242582;-9.973004;2.288027;-0.219708;118.737040
0.265170;-1.524699;-0.482136;-126.313591;-11.100554;3.796873;-2.368315;113.517033
0.265200;-1.735391;-0.789480;-53.174024;-11.571892;4.576506;-4.315837;72.190004
0.265230;-2.072553;-0.786187;20.443466;-10.790258;4.365452;-5.459793;30.569261
0.265260;-1.880813;-0.962581;65.896769;-8.675477;3.055088;-5.530650;0.606398
0.265290;-1.879105;-1.195945;79.039864;-6.190157;1.623968;-4.857205;-31.540076
0.265320;-2.026641;-1.468139;69.812359;-3.554429;0.681460;-3.563383;-54.245495
0.265350;-1.466232;-1.685032;48.159274;-0.987505;0.149257;-1.458546;-27.916826
0.265380;-0.737165;-1.982568;24.487003;0.833823;0.008821;1.047799;28.754925
0.265410;-0.130152;-1.881321;6.841944;1.523236;0.350019;2.931365;62.039278
0.265440;0.064793;-1.443317;-2.703063;1.965758;0.363217;4.083931;62.452011
0.265470;-0.013846;-0.693714;-3.742233;2.131279;0.078691;4.328607;42.577750
0.265500;-0.820596;0.088587;2.429083;1.930266;-0.283823;3.317483;13.988125
0.265530;-1.961770;0.511061;6.310426;1.567606;-0.752967;0.901431;-29.508889
0.265560;-3.097716;0.666381;1.946240;1.574350;-1.223383;-1.945840;-77.618967
0.265590;-3.227491;0.968771;-7.467976;1.101849;-0.998074;-4.911736;-93.605327
0.265620;-2.223529;1.073328;-26.989778;0.521796;-0.266183;-8.045902;-71.785193
0.265650;-0.915700;0.916040;-61.001572;-0.171039;0.546181;-10.928240;-33.643322
0.265680;0.621391;0.660035;-97.903254;-0.810257;0.889959;-12.620604;3.991723
0.265710;2.798604;0.311408;-120.218259;-1.164692;1.347747;-13.043229;33.573329
0.265740;5.054813;-0.269333;-125.207003;-0.525088;1.481838;-11.525391;54.446784
0.265770;6.307263;-1.012326;-112.627209;1.052238;1.141275;-7.873471;52.657808
0.265800;6.111855;-1.659830;-70.851973;3.330002;0.129757;-3.587067;35.419031
0.265830;5.000008;-2.321497;-7.126760;5.676761;-0.656401;-0.555328;34.532290
0.265860;3.139579;-3.018839;50.812902;7.370245;-1.115403;1.177511;45.255575
0.265890;0.594528;-3.062925;89.178630;7.860724;-1.121119;1.635654;56.086400
0.265920;-1.633918;-3.034153;106.087670;7.539597;-1.094700;-0.891824;59.600746
0.265950;-2.672964;-2.738726;103.867004;7.045984;-1.282122;-4.556386;43.540857
0.265980;-2.373432;-2.156027;94.929202;6.992081;-1.218611;-8.308178;10.602813
0.266010;-1.105323;-1.420204;90.991382;7.303965;-1.432358;-11.441329;-35.645498
0.266040;1.131428;-0.506641;92.413906;7.422596;-2.021425;-13.165993;-89.609683
0.266070;3.883386;0.616605;85.092930;6.691240;-2.295025;-13.163090;-119.972643
0.266100;6.201013;1.725887;56.433766;5.005532;-2.077698;-11.824868;-115.393214
0.266130;7.262829;2.219357;4.952393;3.304352;-1.544280;-9.722367;-91.240389
0.266160;6.978393;2.335571;-56.911803;1.838231;-0.496704;-6.633958;-51.395765
0.266190;5.798397;2.507465;-108.924936;0.257290;0.463904;-3.732255;5.213996
0.266220;3.934855;2.477437;-144.391711;-0.606674;1.305256;-1.994060;62.162149
0.266250;1.529494;1.945313;-160.913657;-0.425034;1.597175;-0.522846;80.308658
0.266280;-0.763965;0.976140;-135.774749;-0.000696;1.637379;0.598498;73.773184
0.266310;-2.276918;-0.147605;-58.756857;0.860701;1.066936;0.931140;63.849244
0.266340;-2.530171;-1.297056;34.537770;2.086265;0.284146;0.940407;40.725944
0.266370;-1.649032;-2.205700;109.570740;3.008477;-0.181082;0.572648;10.514045
0.266400;-0.057387;-2.771954;142.910838;3.062940;-0.249132;0.293981;2.477925
0.266430;1.422853;-2.370157;127.181270;2.702791;-0.596466;-0.250522;17.440716
0.266460;2.707532;-1.182127;81.705029;1.986866;-0.936292;-1.675722;34.405007
0.266490;3.064910;0.300610;27.514479;0.919675;-0.717205;-3.807106;41.838295
0.266520;2.381800;1.794222;-19.621836;-0.025942;-0.114515;-6.131291;44.128960
0.266550;1.352444;3.186188;-44.999892;-0.591637;0.120026;-6.913867;43.589615
0.266580;1.041542;4.103438;-40.069354;-0.975125;0.444611;-5.384997;33.930828
0.266610;0.809949;3.753241;-10.769279;-1.258808;0.848517;-2.970268;8.609781
0.266640;0.703462;2.956713;19.141899;-1.528646;1.515556;-0.154691;-38.390048
0.266670;1.208444;1.542746;33.597896;-1.840949;2.001848;2.396914;-85.994406
0.266700;1.453011;-0.175288;30.877904;-2.541686;2.329274;4.864437;-109.919668
0.266730;1.977956;-2.068417;16.787833;-2.894424;2.256628;5.986902;-119.268490
0.266760;2.226533;-3.403703;-8.778898;-3.448336;1.960928;5.876170;-107.931083
0.266790;1.626408;-3.763840;-42.381281;-3.977177;1.574911;5.331354;-66.944902
0.266820;0.216932;-3.192780;-69.976283;-4.151726;1.234580;5.741689;-15.808258
0.266850;-1.130696;-1.981851;-75.274660;-4.107623;0.659717;6.650699;26.871428
0.266880;-2.407341;-0.145888;-57.894745;-4.022812;0.401021;6.396669;57.732694
0.266910;-2.833969;2.016068;-24.085882;-3.860358;0.417298;5.137453;75.138128
0.266940;-2.733561;3.607671;14.501209;-3.330118;0.281547;4.180380;75.531699
0.266970;-2.413247;4.296736;54.367980;-2.682512;0.066207;2.561368;57.934807
0.267000;-1.301179;4.244727;90.641592;-2.018305;-0.376880;0.146588;31.846277
0.267030;0.052881;3.440403;113.137274;-1.088773;-0.914384;-2.266181;5.517600
0.267060;0.720008;2.203373;118.375657;0.167573;-1.551322;-3.094988;-4.738865
0.267090;1.252348;0.746444;113.887670;1.232106;-1.674458;-2.071319;3.742744
0.267120;1.309668;-0.625573;102.224727;1.529880;-1.360852;0.452536;10.934388
0.267150;0.604622;-1.339124;78.790508;1.040963;-0.167277;3.646350;17.645257
0.267180;-0.073536;-1.510342;46.576614;-0.142836;0.710120;6.230910;30.626606
0.267210;-0.458293;-1.088765;13.186059;-2.389759;1.749591;8.041962;37.204358
0.267240;-0.407806;-0.372266;-19.246529;-4.815383;2.699067;8.597626;27.393355
0.267270;-0.003844;0.572007;-50.242751;-6.711608;2.804129;7.672188;2.388420
0.267300;0.224137;1.498648;-76.890881;-7.734680;2.201246;5.742740;-23.934086
0.267330;0.280789;2.038292;-91.656167;-7.963250;1.560310;3.261067;-46.900591
0.267360;0.672143;1.852649;-91.495089;-7.027899;0.924769;0.667091;-66.028369
0.267390;0.598782;1.488886;-84.426173;-5.388043;0.494427;-1.016733;-77.136775
0.267420;0.351927;1.271368;-73.004125;-3.412638;0.287769;-1.911596;-74.373902
0.267450;-1.051436;1.090721;-54.672922;-1.407522;0.201170;-2.288740;-53.777029
0.267480;-2.628817;0.990615;-34.288971;0.219513;0.274401;-1.899563;-25.982896
0.267510;-3.941472;1.210319;-19.867679;0.854339;0.395130;-0.722391;-3.547603
0.267540;-5.234702;2.004173;-11.673862;0.544704;0.193320;0.206080;16.665617
0.267570;-6.248380;2.636679;-5.374486;-0.274347;-0.268682;1.112827;34.551265
0.267600;-6.181188;3.369948;3.532924;-1.087571;-0.686562;2.116301;43.787769
0.267630;-4.295083;3.861590;15.672056;-1.382767;-0.805050;2.825646;43.873507
0.267660;-2.663404;3.653798;31.752028;-1.578448;-0.838020;3.406739;37.299476
0.267690;-0.792547;2.847449;50.186231;-1.212393;-0.617663;3.925112;22.127952
0.267720;1.871243;1.826119;67.588671;-0.550033;0.233014;3.884553;6.837555
0.267750;4.144801;0.466996;79.734206;-0.130095;1.351722;3.247569;-0.416706
0.267780;4.788301;-0.850488;81.140231;-0.525872;2.460896;2.508767;-2.958592
0.267810;4.114187;-1.459581;70.799445;-1.042125;3.025055;1.141303;-7.050285
0.267840;1.818791;-1.232823;54.870098;-0.333102;2.987616;-0.950391;-10.896549
0.267870;-0.964720;-0.806283;37.117791;0.251137;2.876020;-2.667535;-0.843314
0.267900;-3.481705;0.133946;18.638222;-0.831307;2.393510;-3.740438;18.812949
0.267930;-5.759264;1.477450;1.660224;0.088744;1.232435;-4.833325;27.895528
0.267960;-6.915130;2.823452;-13.247101;1.955771;0.338651;-6.028426;19.748380
0.267990;-6.516348;3.669954;-31.732119;2.847303;-0.087053;-6.684114;2.745429
0.268020;-5.400790;3.986136;-55.191759;2.764637;-0.141197;-6.754445;-10.900857
0.268050;-2.981396;3.664652;-79.084797;3.604839;-0.041489;-6.451364;-23.955182
0.268080;-0.612398;2.874682;-96.159345;4.372615;0.306436;-4.974441;-39.492147
0.268110;0.840792;1.775705;-97.891018;4.615553;0.506566;-2.368026;-38.104426
0.268140;1.704249;0.476632;-81.505285;3.539553;0.653303;0.658999;-19.514950
0.268170;2.245700;-1.176596;-57.640624;1.988288;0.252351;3.454507;0.977954
0.268200;1.716008;-2.960869;-37.426702;1.706842;-0.427125;5.538592;13.014273
0.268230;1.421556;-4.970943;-22.560448;2.044486;-0.671261;5.968730;14.442553
0.268260;1.429468;-7.135980;-11.046790;2.123759;-0.563047;4.821589;7.848955
0.268290;1.265974;-8.546653;-2.060596;2.851202;-0.220757;1.758318;-2.084113
0.268320;2.079925;-8.335458;5.266805;3.441007;0.654505;-1.930281;-26.299733
0.268350;2.925005;-6.540653;10.813221;3.530280;2.053063;-5.140845;-53.361760
0.268380;2.593681;-3.756626;13.420495;2.687501;3.187739;-6.871522;-57.708205
0.268410;1.941568;-0.236801;13.523694;0.937614;3.716398;-7.464337;-26.256129
0.268440;1.376607;3.883709;12.576956;-0.389130;3.715484;-6.678630;27.203276
0.268470;-0.152749;7.769446;11.768792;-0.762479;3.095108;-4.258377;62.456272
0.268500;-2.128474;10.354875;11.619665;-0.601628;1.477915;-1.400996;72.335878
0.268530;-3.470667;10.635906;12.478029;-0.123137;0.008543;1.182620;71.167118
0.268560;-3.126723;8.262144;14.417203;0.722007;-1.217038;2.819828;70.499362
0.268590;-1.626676;3.564193;17.471870;1.581297;-1.874596;3.078813;65.504427
0.268620;0.267005;-2.332007;21.301677;2.094442;-1.772299;2.214627;44.604457
0.268650;2.564160;-7.899060;24.446864;1.792168;-0.983778;1.136470;13.280367
0.268680;4.797449;-11.709859;25.781503;1.116819;0.079052;-0.541733;-15.089391
0.268710;5.871946;-13.085467;24.126882;0.663950;0.905534;-1.416042;-44.597173
0.268740;5.638361;-11.806594;18.647540;0.541577;1.081678;-0.243131;-67.043368
0.268770;4.426754;-8.170049;8.796203;0.805666;0.816897;1.533413;-79.497585
0.268800;2.627785;-3.190390;-3.906412;1.685957;0.177920;1.674852;-84.827127
0.268830;0.669500;1.654994;-16.762360;2.490106;-0.728855;0.792776;-84.271898
0.268860;-1.136204;5.876187;-25.565034;3.178815;-1.118783;-0.374624;-78.338682
0.268890;-2.566204;8.466856;-24.675797;3.398248;-1.044626;-2.013932;-62.624441
0.268920;-2.623129;9.108170;-12.995656;2.951077;-0.595220;-3.455261;-42.542188
0.268950;-1.452891;8.127104;3.136941;2.204771;0.144281;-2.612006;-21.834743
0.268980;-0.214198;5.812085;19.538603;1.056798;0.664306;0.530611;5.343495
0.269010;1.375183;2.727550;34.464506;-1.036666;0.878130;4.062603;36.721419
0.269040;3.424172;-0.519195;43.213349;-3.126939;0.574631;6.214448;57.850378
0.269070;4.377931;-3.109879;42.595818;-4.376011;0.240626;7.291840;64.873384
0.269100;3.672018;-4.173994;34.142010;-4.637567;-0.116881;7.074413;67.985412
0.269130;2.261756;-4.107552;20.088477;-4.242212;-0.456448;6.599276;79.707623
0.269160;0.932422;-2.810497;2.560967;-3.307454;-0.560214;6.003991;86.105053
0.269190;-0.474240;-0.840562;-15.251951;-2.205949;-0.333865;4.630839;73.851000
0.269220;-2.047329;0.993070;-28.380587;-1.338286;-0.226700;2.769884;61.412801
0.269250;-2.938174;1.874906;-32.457355;-1.026660;0.014184;0.876491;63.455788
0.269280;-3.016449;2.212435;-26.509443;-1.058963;0.193711;-0.503923;66.223545
0.269310;-2.665051;2.310140;-13.803596;-0.897684;0.161089;-0.970066;39.971507
0.269340;-2.246074;2.153688;1.630126;-0.836008;0.351226;-1.126268;-10.844285
0.269370;-1.465931;1.640119;15.889724;-0.650576;0.149686;-1.058169;-61.233267
0.269400;-0.504426;1.158720;23.112612;-0.451052;-0.268979;0.352854;-103.345578
0.269430;-0.045700;0.910641;21.451698;-0.375537;-0.477025;2.359175;-139.010916
0.269460;0.126052;1.146749;13.914434;-0.202867;-0.273411;4.138727;-169.727070
0.269490;0.225277;1.966826;4.234621;0.141229;-0.365240;4.806566;-169.003619
0.269520;0.096831;3.091504;-5.129856;-0.164661;-0.386618;4.372215;-125.655466
0.269550;-0.674240;4.260599;-9.980189;-1.128969;-0.509943;2.978775;-68.441397
0.269580;-1.641522;5.277195;-7.392071;-2.269971;-0.441141;0.920811;-9.945297
0.269610;-2.318404;5.784221;-0.524222;-3.573231;-0.525961;-1.316560;66.151146
0.269640;-2.758741;5.351121;7.188810;-4.711372;-0.404056;-2.669562;141.738358
0.269670;-2.664085;3.291464;13.822599;-5.145522;-0.111838;-3.630680;173.755214
0.269700;-2.477663;0.253231;16.936005;-4.864175;0.331275;-4.328590;152.418303
0.269730;-1.877978;-2.923701;13.861801;-3.517236;0.722828;-3.808123;115.222547
0.269760;-1.374703;-5.026660;5.328919;-2.106179;0.906859;-0.791301;71.981799
0.269790;-0.983566;-5.525142;-5.057846;-0.885768;0.667483;2.529375;17.801853
0.269820;-0.758807;-4.500921;-15.473914;0.080695;0.055154;3.324746;-38.805958
